sourceFile,sheetName,rowNumber,positionNumber,description,unit,quantity,unitPrice,total,calculationText,confidence,issues
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,16,1.3,"Furnizimi me amballazh mbrojtës dhe paketimi me kujdes i gjësendeve me vlerë në zonë ku do të rinovohet, duke përfshirë bartjen dhe lëvizjen e mobiljeve ekzistuese duke u kujdesur që mos të dëmtohen dhe pastaj të kthehen në gjendjes të mëparshme pas përfundimit të punimeve. Vërejtje: Çdo dëmtim evetual i gjërave me vlerë të mobiljeve gjatë zhvendosjes/lëvizjes nga pakujdesia e punëtorve mbetet përgjegjësi e Operatorit Ekonomik që ta kompenzoj dëmin.",komplet,1,25,25,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,21,2.1,"Demolimi e deres egzistuese per dalje ne teras sipas skices ne vizatim (90x200) cm.Hapja e murit duhët të behët me prerje dhe duhet patur kujdes te shtuar per mos demtimin e instalimeve te mundeshme egzistuese te cilat jen funksionale (Inatalime elektrike ,ngrohje ,gardhe metalike ,shkalle mermeri) , largimi I materialit te demoluar me taransport vertikal dhe horizontal deri në deponinë administrative apo deponi e caktuar nga organi mbikëqyrës.Llog në komplet",komplet,1,100,100,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,22,2.2,"Demolimi ,pastrimi ,largimi I konstruksionit te tavanit me te gjitha materialeve ,gjesendeve që duhet te demolohen per realizimin e punimeve.Në çmim te parashifen edhe demolimi I kater drritave me sistem per Amstrong. Materiali I demoluar me transport ne deponin te cilin e cakton Investitorit. Llog në m2",m²,20,5,100,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,23,2.3,"Largimi i tullave te fasades të cilat jene te demtuara ne muret e koridoreve te tek zyret e Divizionit/Projektit B.B, rreth 5 m²,te njejtat te zavendesohen me te reja te punohen me punim te fugave dizajni dhe forma te njejta sikurse ato egzistuese.Në çmim te parashifet edhe pastrimi i tullave tjera te te fazades me larje dhe detrexhente adekuate si dhe riparimi i suvatimit te demtuar me llaq vazhdues me perdorim te rrjetes rabic me ngjyrna deri ne finalizim.Materiali i demoluar me bajtje transport derii ne deponi.",m²,25,2,50,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,24,2.4,Demolimi i nivelizimit të dyshemet në hapësiren e parapare per vendosjenne kabines per duhanpiresit duke patur parasyshe evitimet e demeve te mundeshme Largimi i materialit te demoluar me taransport vertikal dhe horizontal deri në deponinë administrative apo deponi e caktuar nga organi mbikëqyrës.Llog në m2,m²,20,5,100,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,30,4.1,"Furnizimi, transporti dhe montimi i dyerve të brendshme 90x200 cm materiali nga PVC dhe me dimensione totale te paraqitura ne projekt . Ne kalkulim te perfshihen edhe punimi i ramit nga betoni pasi te jete demoluar si dhe te pregaditen rregullimet e nevojeshme te fasades dhe suvatimit te pershtaten me gjendjen dhe murin egzistues, si dhe te gjitha materialet dhe elementet e nevojshme per montimin e dyerve si dhe mekanizmi i mbylljes me çeles.",copë,1,250,250,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,36,4.1,Punimi i konstruksionit te kabines nga profilet e celikut e specifikuar ne llogarine statike. per konstruksionin e kabinese.Celiku duhet te montohet ne perputhje me normat dhe standardet e parapara per keto punime. Kualiteti i celikut dhe saldimit te behet ne perputhje me ISO standardet. Testet e materialit dhe punes jane te domosdoshme. Konstruksioni i celikut lyhet me ngjyre antikoorduese minimum dhe ngjyre per hekur. Llog. ne kg,kg,1516.5150000000003,1.5,2274.7725000000005,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,37,4.2,"Blerja,furnizimi me material , dhe vendosja e mbuleses nga lamarina me termoizolim panel d=5 cm e brinjezuar me plastifikim ne pjesen e anexit dhe mveshja e pjeseve vertikale e mureve ,te pjerta dhe atikes se strehes , Llamarina duhet të jenë të sheshta , pa demtuara dhe të kualitetit të lartë.Dizajnin dhe ngjyren e percakton Investitori Në ҫmim përfshihet edhe vendosja e e mbrojteseve te rreshqitjes se borest të përforcuar me bulona ,Llogaritja për m2 të sipërfaqes se pjerte.",m²,53.64,25,1341,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,38,4.3,"Furnizimi, transporti dhe montimi i dritareve të kabines fikse 80x140 cm materiali nga PVC dhe me dimensione totale te paraqitura ne projekt . Ne kalkulim te perfshihen edhe punimi i ramit nga konstruksioni metalik dhe pershtaten me gjendjen dhe murin e fasdes se kabines me solbank nga llamarina e plastifikuar, si dhe te gjitha materialet dhe elementet e nevojshme per montimin e dritareve si dhe mekanizmi i mbylljes . Llog. ne copë",copë,8,150,1200,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,39,4.4,"Furnizimi, transporti dhe montimi ii deres nje kraheshe nga Pvc 90x205 cm të kabines fikse 80x140 cm materiali nga PVC dhe me dimensione totale te paraqitura ne projekt . Ne kalkulim te perfshihen edhe punimi i ramit nga konstruksioni metalik dhe pershtaten me gjendjen dhe murin e fasdes se kabines me solbank nga llamarina e plastifikuar, si dhe te gjitha materialet dhe elementet e nevojshme per montimin e dritareve si dhe mekanizmi i mbylljes . Llog. ne copë",copë,1,250,250,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,44,5.1,"Furnizimi, transporti dhe punimi i dyshemeve e të kabines me nivelizim nga betoni gjysem i terur me punim te shtresave termoizolues nga stiroduri dhe shtresave tjera sipas standardeve . Ne kalkulim te perfshihen edhe punimi i Lminatit llajsneve perimetrike , si dhe te gjitha materialet dhe elementet e nevojshme per montimin e dyshemes . Llog. ne m²",m²,16.5,16,264,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,45,5.2,"Furnizimi, transporti dhe montimi i nje pjese te murit mr llamarin te plastifikuae Në çmim te parashifet edhe punimi i nen konstruksionit nga profilet metalikee të muri I atikes h=1.0 m me drrasa te punuara d=16 mm me mveshje nga llamarina. Në çmim te parashifen edhe mjetet lidhes si dhe platforma punueseLlog. ne m²",m²,5,30,150,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,46,5.3,"Furnizimi me material si dhe montimi i ulëseve me gjatësi të caktuar dei ne 10 m dhe gjerësi 400 mm nga druri. Në çmim duhet të parashihet edhe ankerimi per dysheme . Në çmim parashihet edhe lyerja me material për mbrojtje kundër lagështisë, insekteve, këpurdhave si dhe lyerja përfundimtare. Punëkryesi obligohet që para vurjes në veper të marr aprovomin nga ana e organit mbikëqyrës si dhe gjithashtu paraprakisht të prezentoj çertifikatat dhe atestet e nevojshme për aprovim nga ana e organit mbikëqyrës. Lloji i ulëseve duhet të jetë i patentuar dhe i çertifikuar",m',10,65,650,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,47,5.4,Furnizimi me material si dhe montimi i tavolinave me gjatësi të ndryshme dhe gjerësi 400/800 mm nga druri. Llog. ne copë,copë,6,95,570,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,48,5.5,"Furnizimi me material si dhe montimi i shportave të plehrave me dimensione jashtme 27/27 cm dhe lartesi H= 68 cm me kapacitet 20 litërsh. Shporta është me mekanizem per largimin e plehut, punëkryesi obligohet që para vurjes në veper të marr aprovomin nga ana e organit mbikëqyrës . Lloji i shportes duhet të jet i patentuar dhe çertifikuar.",copë,6,52,312,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,49,5.6,"Blerja e materialeve, transporti si dhe punimi i instalimit elektrik të ndriçimit me përçues të tipit PP-Y 3x1.5 mm², komplet 1kV me punimin e brazdave në mur me montimin e kutive lidhëse.Llogaritja për copë Furnizimi nga lidhja me e afert e objektit.Llog në komplet",komplet,1,50,50,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,50,5.7,"Blerja e materialeve, transporti si dhe Montimi dhe lidhja e llambës murale te jashteme ISOBA 7W, prodhimi ""EGLO"", IP 43 ose të ngjashme paguhet një komplet me aksesorët përkatës të montimit.Llogaritja për copë.",copë,4,30,120,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,51,5.8,"Blerja e materialeve, transporti si dhe punimi dhe montimi i konektorit schuko serial 16A, 250V 50 Hz IP20, mbrojtja per ne muri dypole me kontakt tokezimi dhe insert porcelani.Llog. per copë.",copë,3,10,30,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,52,5.9,"Furnizimi me material si dhe montimi i nje shkalle nga pllaka metalike 250x300x1000 x6 mm me nenkonstruksion metalik nga profilet mbajtese dhe ankerime per dysheme Shkalla vendoset ne pozicionin e hyrje- dalje ne teraco dhe sherben per mbrojtjen e tubave horizontale te ngrohjes qendrore .Ne cmim te parashifet izolimi i gypave me matrjal nga nje unaz metalike me mbushje nga shkuma purpen, punëkryesi obligohet që para vurjes në veper të marr aprovomin nga ana e organit mbikëqyrës . Lloji i ne komplet",komplet,1,350,350,,0.96,
Paramasa per liber ndertimore.xlsx,Renovimi dhe kabina ne DSS,53,5.1,Furnizimi me material si dhe punimi I hidroizolimit horizontal dhe vertikal i siperfaqeve te teracos se kulmit ne nivelin me gjersi te zhvilluar (120+42 ) cm.Në çmim te parashifet pastrimi I siperfaqeve nga mbeturinat ne siperfaqet e izolimit egzistues.Llog ne m²,m²,64.80000000000001,12,777.6000000000001,,0.96,
